Name,Structure Graph ID,ID,Ea (J/mol),A,RT_conductivity (S/m),SMILES,Cation Name,Anion Name,Cation SMILES,Anion SMILES,reference,source
1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,ABHPAi,muBZX,19140.92861,1843.901671,0.816968959,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium,bis(fluorosulfonyl)amide,CCC[N+]1(CCCC1)C,O=S(=O)(F)[N-]S(=O)(=O)F,"Yamamoto, T.; Matsumoto, K.; Hagiwara, R.; Nohira, T. (2017) J. Phys. Chem. C 121(34), 18450-18458.",commercial source
1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABTfSv,WWtnd,23165.26026,4773.139919,0.417061721,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F,1-butyl-1-methylpyrrolidinium,(fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,CCCC[N+]1(CCCC1)C,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F,"Yamamoto, T.; Nishijima, S.; Nohira, T. (2020) J. Phys. Chem. B 124(38), 8380-8387.",commercial source
1-butyl-3-methylimidazolium tetrafluoroborate,AArYBF,orDmw,31580.31786,70746.26664,0.20737832,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,1-butyl-3-methylimidazolium,tetrafluoroborate,CCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,"Stoppa, A.; Zech, O.; Kunz, W.; Buchner, R. (2010) J. Chem. Eng. Data 55(5), 1768-1773.",synthesized by the authors
1-hexyl-3-methylimidazolium tetrafluoroborate,AAwscj,kXPCP,36237.94371,155177.7173,0.069480516,[B-](F)(F)(F)F.CCCCCCN1C=C[N+](=C1)C,1-hexyl-3-methylimidazolium,tetrafluoroborate,CCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,"Stoppa, A.; Zech, O.; Kunz, W.; Buchner, R. (2010) J. Chem. Eng. Data 55(5), 1768-1773.",synthesized by the authors
1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,djWIs,38691.15991,197653.6358,0.032894985,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,1-methyl-3-octylimidazolium,tetrafluoroborate,CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,"Stoppa, A.; Zech, O.; Kunz, W.; Buchner, R. (2010) J. Chem. Eng. Data 55(5), 1768-1773.",synthesized by the authors
1-ethyl-3-methylimidazolium hexafluorophosphate,AAxNbY,XzNpW,93791.63797,13875600000000.0,0.000512572,CCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1-ethyl-3-methylimidazolium,hexafluorophosphate,CCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,"Vila, J.; Fernandez-Castro, B.; Rilo, E.; Carrete, J.; Dominguez-Perez, M.; Rodriguez, J. R.; Garcia, M.; Varela, L. M.; Cabeza, O. (2012) Fluid Phase Equilib. 320, 1-10.",commercial source
1-dodecyl-3-methylimidazolium tetrafluoroborate,ABNCBt,iXdRH,40503.92783,289496.3243,0.023188201,[B-](F)(F)(F)F.CCCCCCCCCCCCN1C=C[N+](=C1)C,1-dodecyl-3-methylimidazolium,tetrafluoroborate,CCCCCCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,"Vila, J.; Fernandez-Castro, B.; Rilo, E.; Carrete, J.; Dominguez-Perez, M.; Rodriguez, J. R.; Garcia, M.; Varela, L. M.; Cabeza, O. (2012) Fluid Phase Equilib. 320, 1-10.",commercial source
1-butyl-3-methylimidazolium dicyanamide,AAnYjG,OjtNn,23040.10384,8382.864081,0.770399988,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,1-butyl-3-methylimidazolium,dicyanamide,CCCCN1C=C[N+](=C1)C,C(#N)NC#N,"Zech, O.; Stoppa, A.; Buchner, R.; Kunz, W. (2010) J. Chem. Eng. Data 55(5), 1774-1778.",synthesized by the authors
1-butyl-2-methylpyridinium tetrafluoroborate,AAtepM,zspGZ,45074.5952,7897787.623,0.100078001,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,1-butyl-2-methylpyridinium,tetrafluoroborate,CCCC[N+]1=CC=CC=C1C,[B-](F)(F)(F)F,"Bandres, I.; Montano, D. F.; Gascon, I.; Cea, P.; Lafuente, C. (2010) Electrochim. Acta 55, 2252-2257.",commercial source
1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,ABWiWC,zZcIV,22986.69542,8321.091385,0.781378406,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium,bis[(trifluoromethyl)sulfonyl]imide,CC[N+]1=CC=CC=C1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Benito, J.; Garcia-Mardones, M.; Perez-Gregorio, V.; Gascon, I.; Lafuente, C. (2014) J. Solution Chem. 43, 696-710.",commercial source
N-methyl-N-propylpyrrolidinium lactate,AAppIo,DKYQQ,35161.67444,248398.1619,0.171690697,CCC[N+]1(CCCC1)C.CC(C(=O)[O-])O,N-methyl-N-propylpyrrolidinium,lactate,CCC[N+]1(CCCC1)C,CC(C(=O)[O-])O,"Kasprzak, D.; Stepniak, I.; Galinski, M. (2018) J. Mol. Liq. 264, 233-241.",synthesized by the authors
N-methyl-N-propylpyrrolidinium acetate,AAkAZT,mNkkq,29206.17256,77543.97834,0.592329428,CCC[N+]1(CCCC1)C.CC(=O)[O-],N-methyl-N-propylpyrrolidinium,acetate,CCC[N+]1(CCCC1)C,CC(=O)[O-],"Kasprzak, D.; Stepniak, I.; Galinski, M. (2018) J. Mol. Liq. 264, 233-241.",synthesized by the authors
1-butyl-3-methylimidazolium trifluoromethanesulfonate,ABDWVo,sVfcV,24546.9549,5483.652917,0.274403867,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],1-butyl-3-methylimidazolium,trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-],"Zech, O.; Stoppa, A.; Buchner, R.; Kunz, W. (2010) J. Chem. Eng. Data 55(5), 1774-1778.",synthesized by the authors
1-butyl-3-methylimidazolium hexafluorophosphate,ABChJv,Ymorz,30401.82439,28839.91297,0.135996704,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium,hexafluorophosphate,CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,"Zech, O.; Stoppa, A.; Buchner, R.; Kunz, W. (2010) J. Chem. Eng. Data 55(5), 1774-1778.",synthesized by the authors
1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABiCtA,TOPpA,22961.48111,2423.606964,0.229911613,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCCCCCN1C=C[N+](=C1)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Nazet, A.; Sokolov, S.; Sonnleitner, T.; Makino, T.; Kanakubo, M.; Buchner, R. (2015) J. Chem. Eng. Data 60(8), 2400-2411.",commercial source
1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ACCxcQ,IrjQu,19533.77908,1479.959189,0.559614918,CCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,1-ethyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCN1C=C[N+](=C1)C,C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,"Nazet, A.; Sokolov, S.; Sonnleitner, T.; Makino, T.; Kanakubo, M.; Buchner, R. (2015) J. Chem. Eng. Data 60(8), 2400-2411.",commercial source
1-ethyl-3-methylimidazolium methanesulfonate,AAniqB,TKvIl,38340.63604,1225255.835,0.234889822,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium,methanesulfonate,CCN1C=C[N+](=C1)C,CS(=O)(=O)[O-],"Harris, K. R.; Kanakubo, M. (2016) J. Chem. Eng. Data 61(7), 2399-2411.",commercial source
1-decyl-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)amide,ABtVEE,mkYYr,160318.3648,8.970000000000001e+27,0.731959367,CCCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-1-methylpyrrolidinium,bis(trifluoromethylsulfonyl)amide,CCCCCCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Tu, W.; Jurkiewicz, K.; Adrjanowicz, K. (2021) J. Mol. Liq. 324, 115115.",commercial source
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,ABdMNo,GNVeJ,23924.10163,4375.209901,0.281477967,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium,bis[(trifluoromethyl)sulfonyl]imide,CCCC[N+]1(CCCC1)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Borodin, O.; Giffin, G. A.; Moretti, A.; Haskins, J. B.; Lawson, J. W.; Henderson, W. A.; Passerini, S. (2018) J. Phys. Chem. C 122(35), 20108-20121.",synthesized by the authors
1-ethyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,ABXrWT,umSfp,16921.12392,596.1672271,0.646770931,CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-1-methylpyrrolidinium,bis[(trifluoromethyl)sulfonyl]imide,CC[N+]1(CCCC1)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Fleshman, A. M.; Mauro, N. A. (2019) J. Mol. Liq. 279, 23-31.",commercial source
1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,ABdMCc,IwBCF,27746.42797,15505.14262,0.213423095,CCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-methyl-1-propylpiperidinium,bis(trifluoromethylsulfonyl)imide,CCC[N+]1(CCCCC1)C,C(F)(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,"Salminen, Justin; Papaiconomou, Nicolas; Kumar, R. Anand; Lee, Jong-Min; Kerr, John; Newman, John; Prausnitz, John M. (2007) Fluid Phase Equilib. 261(1-2), 421-426.",synthesized by the authors
trihexyl(tetradecyl)phosphonium chloride,ABvtRE,GzDsL,87873.25951,1621320000000000.0,0.652052445,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],trihexyl(tetradecyl)phosphonium,chloride,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],"Thasneema, K.K.; Thayyil, M. S.; Rosalin, T.; Elyas, K.K.; Dipin, T.; Sahu, P. K.; Kumar, N.S. K.; Saheer, V.C.; Messali, M.; Hadda, T. B. (2020) J. Mol. Liq. 307, 112960.",commercial source
1-ethyl-3-methylimidazolium iodide,AAtodn,NzQzH,19169.67333,724.8138014,0.317437416,CCN1C=C[N+](=C1)C.[I-],1-ethyl-3-methylimidazolium,iodide,CCN1C=C[N+](=C1)C,[I-],"Vila, J.; Fernandez-Castro, B.; Rilo, E.; Carrete, J.; Dominguez-Perez, M.; Rodriguez, J. R.; Garcia, M.; Varela, L. M.; Cabeza, O. (2012) Fluid Phase Equilib. 320, 1-10.",commercial source
3-butyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,ABZxyF,DvWEV,22294.25229,859.8974163,0.10676903,CCCC[n+]1cc[nH]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3-butyl-1H-imidazol-3-ium,bis((trifluoromethyl)sulfonyl)amide,CCCC[N+]1=CNC=C1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Abdurrokhman, Iqbaal; Elamin, Khalid; Danyliv, Olesia; Hasani, Mohammad; Swenson, Jan; Martinelli, Anna (2019) J. Phys. Chem. B 123, 4044-4054.",commercial source
1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,ABenCa,Ddfwc,28911.39108,30397.37873,0.261515672,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium,bis[(trifluoromethyl)sulfonyl]amide,CCCC[N+]1=CC=CC(=C1)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Zhang, Q.-G.; Wei, Y.; Sun, S.-S.; Wang, C.; Yang, M.; Liu, Q.-S.; Gao, Y.-A. (2012) J. Chem. Eng. Data 57(8), 2185-2190.",synthesized by the authors
1-butylpyridinium trifluoromethanesulfonate,ABCsXe,Udlop,31509.93002,73463.50958,0.22154584,CCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],1-butylpyridinium,trifluoromethanesulfonate,CCCC[N+]1=CC=CC=C1,C(F)(F)(F)S(=O)(=O)[O-],"Bandres, I.; Montano, D. F.; Gascon, I.; Cea, P.; Lafuente, C. (2010) Electrochim. Acta 55, 2252-2257.",commercial source
1-hexyl-3-methylimidazolium iodide,ABEdUn,FbDVn,41622.61646,526482.382,0.026854135,CCCCCCN1C=C[N+](=C1)C.[I-],1-hexyl-3-methylimidazolium,iodide,CCCCCCN1C=C[N+](=C1)C,[I-],"Every, H. A.; Bishop, A. G.; MacFarlane, D. R.; Oradd, G.; Forsyth, M. (2004) Phys. Chem. Chem. Phys. 6(8), 1758-1765.",synthesized by the authors
1-methyl-3-propylimidazolium iodide,AAwYRR,eHErt,34713.83783,189441.6834,0.156868548,CCCN1C=C[N+](=C1)C.[I-],1-methyl-3-propylimidazolium,iodide,CCCN1C=C[N+](=C1)C,[I-],"Every, H. A.; Bishop, A. G.; MacFarlane, D. R.; Oradd, G.; Forsyth, M. (2004) Phys. Chem. Chem. Phys. 6(8), 1758-1765.",synthesized by the authors
trihexyl(tetradecyl)phosphonium chloride,ABvtRE,FfmIL,77233.55515,24806300000000.0,0.729583684,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],trihexyl(tetradecyl)phosphonium,chloride,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],"Kottummal, T. K.; Pilathottathil, S.; Thayyil, M. S.; Perumal, P. M.; Sreekala, K. K. N.; Guruswamy, G.; Chaluvalappil, S. V.; Poovingal, N. N. M. (2018) J. Mol. Liq. 252, 488-494.",commercial source
3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,ABZSrF,nnHvg,41813.04947,1861616.946,0.087933302,Cn1cc[n+](CC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium,bis((trifluoromethyl)sulfonyl)amide,Cn1cc[n+](CC#N)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Liu, Q.-S.; Liu, J.; Liu, X.-X.; Zhang, S.-T. (2015) J. Chem. Thermodyn. 90, 39-45.",synthesized by the authors
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,ABcDLM,tSdCM,23523.75581,4316.675551,0.326389648,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium,bis[(trifluoromethyl)sulfonyl]imide,CCCC[N+]1=CC=CC=C1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Nazet, A.; Sokolov, S.; Sonnleitner, T.; Friesen, S.; Buchner, R. (2017) J. Chem. Eng. Data 62(9), 2549-2561.",commercial source
1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAsCNC,WrNGZ,26020.17735,6091.800015,0.168249638,[B-](F)(F)(F)F.CCCC[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium,tetrafluoroborate,CCCC[N+]1(CCCC1)C,[B-](F)(F)(F)F,"Salminen, Justin; Papaiconomou, Nicolas; Kumar, R. Anand; Lee, Jong-Min; Kerr, John; Newman, John; Prausnitz, John M. (2007) Fluid Phase Equilib. 261(1-2), 421-426.",synthesized by the authors
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,ABabds,cLJNH,22866.5421,4180.30502,0.412040786,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium,bis[(trifluoromethyl)sulfonyl]imide,CCC[N+]1(CCCC1)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Salminen, Justin; Papaiconomou, Nicolas; Kumar, R. Anand; Lee, Jong-Min; Kerr, John; Newman, John; Prausnitz, John M. (2007) Fluid Phase Equilib. 261(1-2), 421-426.",synthesized by the authors
1-butyl-3-methylimidazolium hexafluorophosphate,ABChJv,bUuKq,37698.07289,552913.7176,0.137364099,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium,hexafluorophosphate,CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,"Suarez, P. A. Z.; Einloft, S.; Dullius, J. E. L.; Souza, R. F. d.; Dupont, J. (1998) J. Chim. Phys. Phys.-Chim. Biol. 95(7), 1626-1639.",synthesized by the authors
1-ethyl-3-methylimidazolium chloride,AAcKZa,XZnnY,93205.11016,17703800000000.0,0.000828568,CCN1C=C[N+](=C1)C.[Cl-],1-ethyl-3-methylimidazolium,chloride,CCN1C=C[N+](=C1)C,[Cl-],"Vila, J.; Fernandez-Castro, B.; Rilo, E.; Carrete, J.; Dominguez-Perez, M.; Rodriguez, J. R.; Garcia, M.; Varela, L. M.; Cabeza, O. (2012) Fluid Phase Equilib. 320, 1-10.",commercial source
"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAsqqt,kbGgs,38637.36263,877307.0514,0.149211363,[B-](F)(F)(F)F.CC[N+](C)(CC)CCOC,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium",tetrafluoroborate,[B-](F)(F)(F)F,[B-](F)(F)(F)F,"Zhang, H.; Cui, X.; Li, P.; Feng, T.; Feng, H. (2022) J. Mol. Liq. 365, 120193.",commercial source
"1-butyl-2,3-dimethylimidazolium azide",AAlcxm,lvAQo,48304.6616,12783052.09,0.044010175,CCCCN1C=C[N+](=C1C)C.[N-]=[N+]=[N-],"1-butyl-2,3-dimethylimidazolium",azide,CCCCN1C=C[N+](=C1C)C,[N-]=[N+]=[N-],"Andriyko, Y. O.; Reischl, W.; Nauer, G. E. (2009) J. Chem. Eng. Data 54(3), 855-860.",commercial source
"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAuItX,uLSDS,42800.45479,2004449.316,0.063571518,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1C)C,"1-butyl-2,3-dimethylimidazolium",tetrafluoroborate,CCCCN1C=C[N+](=C1C)C,[B-](F)(F)(F)F,"Andriyko, Y. O.; Reischl, W.; Nauer, G. E. (2009) J. Chem. Eng. Data 54(3), 855-860.",commercial source
trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,ADWgjx,iCBhD,34218.42503,12198.36912,0.012335578,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,trihexyl(tetradecyl)phosphonium,tris(pentafluoroethyl)trifluorophosphate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,"Kang, C. S. M.; Zhang, X.; MacFarlane, D. R. (2018) J. Phys. Chem. C 122(43), 24550-24558.",synthesized by the authors
1-butyl-1-methylpiperidinium bis(trifluoromethanesulfonyl)imide,ABfwWx,SbtNK,41533.39463,1395290.047,0.073777458,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-butyl-1-methylpiperidinium,bis(trifluoromethanesulfonyl)imide,CCCC[N+]1(CCCCC1)C,C(F)(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,"Salminen, Justin; Papaiconomou, Nicolas; Kumar, R. Anand; Lee, Jong-Min; Kerr, John; Newman, John; Prausnitz, John M. (2007) Fluid Phase Equilib. 261(1-2), 421-426.",synthesized by the authors
1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,ABoBVW,AcONY,36890.49729,157069.9693,0.054050291,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-octylpyrrolidinium,bis(trifluoromethylsulfonyl)amide,CCCCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Salminen, Justin; Papaiconomou, Nicolas; Kumar, R. Anand; Lee, Jong-Min; Kerr, John; Newman, John; Prausnitz, John M. (2007) Fluid Phase Equilib. 261(1-2), 421-426.",synthesized by the authors
1-ethyl-3-methylimidazolium acetate,AAgmaR,LxDBG,34908.59187,361186.8228,0.27648457,CCN1C=C[N+](=C1)C.CC(=O)[O-],1-ethyl-3-methylimidazolium,acetate,CCN1C=C[N+](=C1)C,CC(=O)[O-],"Zhang, Q.; Cai, S.; Zhang, W.; Lan, Y.; Zhang, X. (2017) J. Mol. Liq. 233, 471-478.",synthesized by the authors
"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",ABdzDO,kPcez,28363.28322,22335.87732,0.23971449,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium",bis((trifluoromethyl)sulfonyl)amide,CC[N+](C)(CC)CCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Zhang, Q.; Feng, S.; Zhang, X.; Wei, Y. (2021) J. Mol. Liq. 328, 115373.",commercial source
"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAsqqt,HPdeB,39323.08946,1483530.198,0.191340031,[B-](F)(F)(F)F.CC[N+](C)(CC)CCOC,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium",tetrafluoroborate,[B-](F)(F)(F)F,[B-](F)(F)(F)F,"Zhang, Q.; Feng, S.; Zhang, X.; Wei, Y. (2021) J. Mol. Liq. 328, 115373.",commercial source
"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",ABfReB,fixKk,28400.29762,24662.2422,0.260758711,CCCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-butyl-2,3-dimethylimidazolium",bis(trifluoromethylsulfonyl)amide,CCCCN1C=C[N+](=C1C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Zhang, H.; Cui, X.; Li, P.; Feng, T.; Feng, H. (2022) J. Mol. Liq. 365, 120193.",commercial source
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAyCVz,BYjMx,22465.57824,7492.042285,0.86812486,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],1-ethyl-3-methylimidazolium,trifluoromethanesulfonate,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-],"Harris, K. R.; Kanakubo, M. (2016) J. Chem. Eng. Data 61(7), 2399-2411.",commercial source
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,ABdMNo,gScfU,29140.03475,32545.30386,0.255323653,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium,bis[(trifluoromethyl)sulfonyl]imide,CCCC[N+]1(CCCC1)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Harris, K. R.; Woolf, L. A. (2011) J. Chem. Eng. Data 56(12), 4672-4685.",commercial source
triethyloctylphosphonium bis(trifluoromethylsulfonyl)imide,ABuTny,wfxHu,34577.38863,92644.53578,0.081056218,CCCCCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethyloctylphosphonium,bis(trifluoromethylsulfonyl)imide,CCCCCCCC[P+](CC)(CC)CC,C(F)(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,"Harris, Kenneth R.; Kanakubo, Mitsuhiro; Kodama, Daisuke; Makino, Takashi; Mizuguchi, Yohei; Suzuki, Yuki; Watanabe, Tsutomu (2023) J. Chem. Eng. Data 68(3), 549-560.",commercial source
"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",ABdzDO,VibQz,41035.17925,2885281.758,0.186524479,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium",bis((trifluoromethyl)sulfonyl)amide,CC[N+](C)(CC)CCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Hayamizu, K.; Tsuzuki, S.; Seki, S. (2014) J. Chem. Eng. Data 59(6), 1944-1954.",commercial source
1-methylimidazolium acetate,AAbRuq,ZqiCY,3823.779183,1.561498056,0.333892791,C[N+]1=CNC=C1.CC(=O)[O-],1-methylimidazolium,acetate,C[N+]1=CNC=C1,CC(=O)[O-],"Hou, H.-Y.; Huang, Y.; Wang, S.; Bai, B. (2011) Acta Phys. Chim. Sin. 27(11), 2512-2520.",synthesized by the authors
"1,3-dimethylimidazolium acetate",AAeBvd,XbNsn,5277.563689,2.39975696,0.285447771,CC(=O)[O-].CN1C=C[N+](=C1)C,"1,3-dimethylimidazolium",acetate,CN1C=C[N+](=C1)C,CC(=O)[O-],"Hou, H.-Y.; Huang, Y.; Wang, S.; Bai, B. (2011) Acta Phys. Chim. Sin. 27(11), 2512-2520.",synthesized by the authors
1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,ABenmT,jFNdG,29416.45788,46142.0068,0.32379435,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium,bis((trifluoromethyl)sulfonyl)amide,CCCC[N+]1=CC=C(C=C1)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Liu, Q.-S.; Li, P.-P.; Welz-Biermann, U.; Liu, X.-X.; Chen, J. (2012) J. Chem. Eng. Data 57(11), 2999-3004.",synthesized by the authors
